,Application mode,Course,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target_Graduate
3148,8,9,1,0,20,5,7,5,11,5,9,4,10,0
3149,12,14,1,1,39,5,6,5,10,5,7,4,10,1
3150,1,8,1,0,20,5,10,4,12,5,12,2,13,0
3151,1,2,0,0,18,0,0,0,0,0,0,0,0,0
3152,8,15,1,1,18,6,6,6,15,6,6,6,13,1
3153,1,2,1,0,21,12,12,12,15,11,15,11,15,1
3154,1,12,1,0,18,7,9,6,12,7,9,6,11,0
3155,1,9,1,0,18,5,8,2,10,5,9,3,11,0
3156,14,4,1,0,21,14,23,9,12,12,21,8,11,1
3157,1,9,1,0,22,5,8,3,10,5,11,2,10,0
3158,8,11,1,0,21,6,11,6,11,6,14,3,14,0
3159,14,5,1,1,20,6,8,3,11,6,8,2,11,0
3160,1,2,1,1,21,0,0,0,0,0,0,0,0,1
3161,1,11,1,1,20,6,7,6,12,6,8,5,11,1
3162,1,12,1,0,19,8,8,7,14,8,8,7,14,1
3163,1,10,1,1,20,6,7,6,15,6,6,6,16,1
3164,1,6,1,0,19,5,9,5,13,5,5,5,12,1
3165,1,6,1,1,18,5,12,5,12,5,8,4,13,1
3166,8,16,1,0,18,6,7,2,14,6,6,1,10,0
3167,12,17,1,0,24,5,7,3,10,5,7,3,10,0
3168,1,11,0,1,21,6,7,6,13,6,8,6,11,0
3169,1,12,1,1,18,7,12,7,11,8,13,4,10,1
3170,8,9,1,1,20,5,11,4,12,5,5,5,12,1
3171,9,16,0,0,20,6,11,5,13,6,8,4,10,0
3172,8,11,1,0,18,6,7,5,12,6,10,4,12,0
3173,12,13,1,1,25,7,11,5,12,7,9,6,12,1
3174,8,10,1,1,19,6,9,5,11,6,6,6,10,0
3175,12,1,1,0,35,7,9,0,0,7,8,0,0,0
3176,1,12,1,1,19,7,9,6,12,8,8,8,14,1
3177,1,14,1,1,18,6,6,6,13,6,6,6,13,0
3178,1,12,1,0,19,8,8,7,14,8,8,7,14,1
3179,14,12,1,1,19,7,8,5,11,7,8,5,11,0
3180,8,5,1,0,18,6,6,6,16,6,6,6,13,1
3181,12,8,1,0,24,6,13,5,13,6,15,3,12,0
3182,14,3,1,0,25,14,23,11,11,10,20,8,11,1
3183,12,7,1,0,28,5,11,4,10,5,12,4,11,0
3184,1,6,1,1,19,6,9,6,13,6,12,5,13,1
3185,8,7,1,0,19,5,0,0,0,5,0,0,0,0
3186,12,8,0,1,30,5,13,0,0,5,5,0,0,0
3187,1,12,1,0,19,7,9,0,0,7,8,0,0,0
3188,8,9,1,0,21,5,10,1,10,5,5,0,0,0
3189,1,2,1,0,19,0,0,0,0,0,0,0,0,0
3190,12,4,0,0,29,6,9,0,0,6,6,0,0,0
3191,1,14,1,0,18,6,7,4,12,6,6,4,13,0
3192,1,9,1,0,21,5,10,3,11,5,9,3,11,0
3193,13,5,1,0,20,7,13,7,12,7,8,4,11,0
3194,16,17,1,0,24,10,15,7,10,10,11,9,12,0
3195,8,15,0,0,18,6,6,0,0,6,0,0,0,0
3196,13,4,1,0,23,6,14,5,12,6,12,5,12,0
3197,1,9,1,0,19,5,6,5,12,5,8,3,12,1
3198,4,11,1,0,35,6,7,0,0,6,6,0,0,0
3199,1,12,1,0,20,8,8,7,12,8,8,7,12,1
3200,12,10,1,0,33,6,6,0,0,5,5,0,0,0
3201,1,15,1,0,18,6,7,6,14,6,6,6,12,1
3202,1,15,1,0,20,6,7,6,12,6,9,3,12,0
3203,8,15,1,0,19,6,12,4,10,6,14,3,11,0
3204,8,15,1,0,18,6,6,6,13,6,12,0,0,0
3205,12,17,0,0,28,5,0,0,0,5,0,0,0,0
3206,1,9,1,0,18,5,5,5,13,5,6,5,13,1
3207,1,15,1,0,25,6,8,6,11,6,9,6,11,0
3208,1,10,0,0,19,6,6,4,11,6,6,5,11,0
3209,9,5,1,0,18,6,8,5,11,6,6,4,10,1
3210,4,4,1,0,29,6,10,6,17,6,9,6,15,1
3211,1,2,1,0,18,0,0,0,0,0,0,0,0,0
3212,1,11,1,1,20,6,9,6,12,6,6,6,12,1
3213,15,4,1,0,20,6,6,0,0,6,8,0,0,0
3214,1,5,1,0,18,6,7,6,14,6,6,6,15,1
3215,1,11,1,1,21,6,6,6,13,6,6,6,12,1
3216,8,11,0,0,18,6,9,5,11,6,14,2,10,0
3217,1,7,1,0,20,5,10,3,10,5,5,4,12,1
3218,14,3,1,0,23,13,15,9,11,11,12,7,11,0
3219,12,17,1,0,26,1,2,0,0,5,8,0,0,0
3220,8,14,1,0,19,5,5,1,10,5,5,0,0,0
3221,12,13,0,1,24,7,14,5,12,8,15,5,12,0
3222,1,14,1,1,20,6,8,6,15,6,7,6,14,1
3223,8,17,0,0,26,5,5,0,0,5,6,0,0,0
3224,12,9,1,0,31,5,8,1,13,5,9,4,12,0
3225,14,12,1,0,27,8,8,8,13,8,8,8,13,1
3226,1,6,1,0,24,6,8,6,13,6,13,6,12,1
3227,15,6,1,0,23,6,11,4,11,6,12,4,12,0
3228,1,12,1,1,20,7,8,7,11,8,9,8,13,1
3229,1,12,1,0,20,7,9,6,13,8,11,6,13,1
3230,12,12,1,0,24,8,8,7,14,8,8,7,14,1
3231,12,9,1,0,39,5,8,4,11,5,8,4,11,0
3232,1,15,1,0,18,6,8,4,12,6,6,5,12,1
3233,8,6,1,0,20,6,0,0,0,6,0,0,0,0
3234,1,12,1,0,18,7,10,7,13,8,10,8,13,1
3235,1,12,1,0,19,7,10,7,13,8,8,8,14,1
3236,8,6,1,0,18,5,7,5,13,5,5,5,12,1
3237,1,14,1,0,22,5,7,3,12,5,6,4,12,0
3238,8,12,1,0,18,7,7,7,14,8,8,8,13,1
3239,1,10,1,1,18,6,7,6,13,6,6,6,12,1
3240,12,17,1,0,30,5,10,3,10,5,8,5,10,0
3241,14,10,1,0,34,16,20,14,12,13,13,11,12,1
3242,12,3,1,0,38,6,10,3,10,6,7,1,12,0
3243,1,12,1,1,19,8,8,8,14,8,8,8,14,1
3244,8,16,1,0,19,6,9,5,12,6,10,3,10,0
3245,14,15,0,0,21,6,7,6,12,6,6,6,12,0
3246,8,15,1,1,18,6,6,6,14,6,6,6,13,1
3247,8,6,1,1,20,6,7,6,15,6,7,6,13,1
3248,8,9,1,1,18,5,7,5,11,5,11,5,11,1
3249,1,5,1,0,18,6,6,6,14,6,6,6,14,1
3250,4,13,1,1,36,7,9,1,9,7,7,0,0,0
3251,8,9,1,1,18,5,12,4,10,5,9,4,11,1
3252,14,8,1,1,21,5,7,0,0,5,5,0,0,0
3253,15,8,1,1,21,6,13,3,12,6,12,1,13,0
3254,6,6,1,0,18,6,13,6,13,6,15,6,12,1
3255,8,14,1,0,18,5,7,4,11,5,5,4,11,1
3256,1,12,1,0,19,7,7,6,12,7,7,6,12,1
3257,12,4,1,0,29,6,11,5,12,6,6,6,12,1
3258,15,9,1,1,20,7,8,7,13,5,5,5,13,1
3259,8,12,1,0,18,7,7,6,14,7,7,6,14,1
3260,1,6,1,0,19,5,7,4,12,5,5,5,12,1
3261,1,9,1,1,19,5,5,5,13,5,5,5,12,1
3262,12,3,0,0,37,6,6,0,0,5,5,0,0,0
3263,1,6,1,1,18,5,6,4,15,5,5,5,13,1
3264,1,16,1,0,21,6,9,5,12,6,11,1,11,0
3265,8,10,1,1,19,6,8,6,11,6,7,6,12,1
3266,8,14,1,0,19,5,5,5,13,5,5,5,14,1
3267,12,17,1,1,35,5,9,3,11,5,7,5,11,0
3268,12,12,1,0,30,7,0,0,0,8,0,0,0,0
3269,14,15,1,0,27,8,11,7,13,7,13,5,11,0
3270,1,11,1,1,45,6,10,4,11,6,16,2,10,0
3271,12,3,1,1,50,9,11,8,13,7,8,7,11,1
3272,13,9,1,0,41,14,24,11,12,10,12,10,13,1
3273,14,12,1,0,26,7,8,6,12,7,8,6,12,0
3274,12,4,1,0,44,6,10,1,12,6,6,0,0,0
3275,4,9,1,0,23,15,15,13,10,10,10,7,11,1
3276,16,1,1,0,34,12,12,10,12,10,11,5,11,0
3277,1,9,1,1,21,5,10,5,13,5,7,5,14,1
3278,14,9,1,0,22,5,8,1,10,5,8,2,13,0
3279,12,3,1,1,32,6,18,2,10,6,7,6,11,1
3280,8,13,1,0,20,7,8,7,12,8,8,8,14,1
3281,4,3,0,0,59,15,22,12,13,8,8,8,12,0
3282,17,9,1,0,30,11,20,9,12,9,16,9,11,0
3283,1,11,1,1,18,6,7,6,11,6,9,6,10,1
3284,12,17,1,0,25,5,8,4,11,5,7,4,12,0
3285,14,17,1,0,36,5,5,5,13,5,6,5,13,1
3286,4,13,1,0,36,7,16,1,12,7,13,0,0,0
3287,8,14,0,0,19,6,9,4,11,6,11,3,10,0
3288,12,17,1,0,25,5,6,4,10,5,6,5,12,1
3289,12,4,1,0,35,18,20,18,11,13,13,13,11,1
3290,1,10,1,0,20,6,13,1,14,6,7,0,0,0
3291,12,4,0,0,35,6,17,1,13,6,8,0,0,0
3292,1,10,1,0,27,6,13,2,11,6,14,1,11,0
3293,8,12,1,0,18,8,8,7,13,8,8,7,13,0
3294,14,12,1,0,23,7,11,6,12,7,7,6,12,0
3295,8,3,1,0,19,6,8,4,10,6,8,4,11,1
3296,8,12,1,1,18,7,10,5,11,7,8,6,12,0
3297,12,12,0,0,26,7,11,4,12,7,10,5,11,0
3298,8,10,1,0,19,6,10,6,14,6,7,6,14,1
3299,1,12,0,0,19,7,0,0,0,8,0,0,0,0
3300,1,2,1,0,18,0,0,0,0,0,0,0,0,0
3301,8,12,1,1,19,7,7,7,13,8,8,8,14,1
3302,8,12,1,1,19,7,8,7,13,8,8,8,13,1
3303,1,6,1,1,19,5,5,5,13,5,5,5,14,1
3304,15,3,1,1,21,6,6,6,14,6,6,6,13,1
3305,1,15,1,0,18,6,6,6,13,6,7,6,13,1
3306,14,11,1,0,33,12,22,10,13,11,11,11,13,1
3307,4,3,1,0,32,11,13,11,13,11,13,7,12,1
3308,1,12,1,1,17,8,8,8,13,8,8,8,13,1
3309,12,12,1,0,31,7,0,0,0,8,0,0,0,0
3310,12,3,1,1,32,6,6,6,11,6,8,5,13,1
3311,1,6,1,0,18,6,8,6,16,6,10,6,14,0
3312,16,5,1,0,31,6,8,5,11,6,12,6,10,0
3313,1,11,1,0,20,6,8,6,12,6,9,5,12,0
3314,14,17,0,0,40,5,5,0,0,5,6,0,0,0
3315,1,17,1,0,32,5,5,5,14,5,5,5,14,1
3316,4,7,0,0,40,5,7,1,13,5,5,2,14,0
3317,1,2,1,1,18,0,0,0,0,0,0,0,0,1
3318,14,17,0,0,28,9,14,4,10,6,6,1,10,0
3319,7,5,1,0,19,6,11,5,11,6,7,6,12,1
3320,1,15,1,1,19,6,8,6,11,6,11,3,13,1
3321,1,9,1,0,21,5,0,0,0,5,0,0,0,0
3322,8,9,1,0,22,5,8,2,10,5,10,0,0,0
3323,8,7,0,0,18,5,8,5,12,5,7,5,13,0
3324,12,2,1,0,27,0,0,0,0,0,0,0,0,0
3325,1,2,1,0,19,10,10,5,11,7,8,2,10,0
3326,14,17,1,0,30,10,14,9,12,10,12,8,12,1
3327,12,8,1,0,28,6,9,0,0,6,8,1,10,0
3328,12,7,1,1,34,5,14,1,17,5,10,2,11,0
3329,8,9,1,0,21,5,5,5,11,5,11,3,11,0
3330,1,10,1,1,20,6,11,5,11,6,9,6,11,1
3331,14,11,0,0,31,8,19,5,12,7,12,5,12,0
3332,8,7,0,0,21,5,9,2,11,5,8,2,11,0
3333,12,14,0,0,27,5,8,1,11,5,6,3,10,0
3334,1,15,1,0,19,6,10,4,13,6,13,5,11,1
3335,8,15,1,0,21,6,7,0,0,6,11,1,10,0
3336,15,4,0,0,21,6,17,2,12,6,10,0,0,0
3337,14,14,0,0,35,10,10,7,12,9,9,4,12,0
3338,12,6,1,0,28,5,8,3,12,5,10,3,11,0
3339,8,14,1,0,24,6,6,4,11,6,9,4,10,0
3340,1,15,0,0,19,4,8,0,0,6,0,0,0,0
3341,8,14,0,0,20,6,7,5,12,6,8,4,13,0
3342,1,5,1,1,20,6,6,6,12,6,8,6,12,1
3343,1,7,1,0,19,5,7,1,13,5,7,2,10,0
3344,12,6,0,0,37,7,7,5,12,7,7,3,11,0
3345,1,11,1,0,19,6,13,2,12,6,12,1,13,0
3346,12,12,1,0,36,7,18,0,0,7,7,0,0,0
3347,12,9,1,0,29,5,0,0,0,5,0,0,0,0
3348,12,4,1,0,30,6,10,6,11,6,10,5,11,1
3349,16,14,1,0,32,6,15,2,12,6,7,0,0,0
3350,1,3,1,0,26,6,6,6,11,6,6,6,11,0
3351,15,4,1,0,37,6,17,1,12,6,23,2,10,0
3352,12,7,1,0,27,6,7,3,12,6,7,2,11,0
3353,1,15,1,1,18,6,7,6,12,6,8,5,11,1
3354,1,12,1,1,18,8,8,8,15,8,8,8,15,1
3355,12,4,0,0,32,8,12,2,11,7,9,0,0,0
3356,15,7,1,0,20,5,12,1,13,5,8,3,12,0
3357,14,4,1,0,22,6,12,0,0,6,10,0,0,0
3358,12,12,1,0,32,7,0,0,0,8,0,0,0,0
3359,1,9,1,0,21,5,8,4,11,5,8,5,12,0
3360,8,14,0,0,19,6,7,3,12,6,10,5,13,0
3361,1,15,1,1,18,6,6,6,13,6,6,6,14,1
3362,1,9,1,1,18,5,7,5,12,5,10,5,11,1
3363,4,9,0,0,38,5,6,0,0,5,5,0,0,0
3364,8,16,1,0,21,6,8,5,11,6,8,4,10,0
3365,1,10,0,0,21,6,12,2,11,6,13,1,13,0
3366,1,17,1,0,26,5,11,2,11,5,10,3,12,0
3367,1,12,1,0,19,7,7,6,14,7,7,6,14,1
3368,1,12,1,1,19,8,8,7,14,8,8,7,14,0
3369,8,11,1,0,18,6,9,4,11,6,12,3,11,0
3370,4,9,1,0,25,5,0,0,0,5,0,0,0,0
3371,1,12,1,0,19,14,22,7,12,14,22,7,12,1
3372,8,11,1,1,18,6,6,6,12,6,7,6,12,1
3373,8,9,1,1,19,5,8,5,12,5,6,5,11,1
3374,1,10,1,1,22,6,6,6,12,6,6,6,12,1
3375,15,4,1,0,21,6,11,6,13,6,12,6,12,1
3376,8,6,1,1,21,6,6,6,14,6,8,6,14,1
3377,1,16,1,1,20,7,7,7,12,7,7,7,12,1
3378,1,9,1,0,19,5,6,4,11,5,10,3,11,0
3379,1,12,1,0,18,7,7,6,13,7,7,6,13,1
3380,12,12,1,0,26,7,12,3,13,7,11,3,12,0
3381,10,9,1,0,31,15,17,13,11,14,14,11,12,0
3382,8,10,1,1,18,6,6,6,15,6,7,6,14,1
3383,4,9,1,0,35,5,5,0,0,5,5,0,0,0
3384,1,6,1,0,19,5,10,2,14,5,9,3,11,0
3385,1,10,1,1,19,6,9,5,10,6,8,6,10,1
3386,1,12,1,0,18,7,7,7,13,8,9,8,14,1
3387,8,6,1,0,20,6,8,6,13,6,16,6,11,1
3388,1,2,1,1,19,12,12,12,12,11,16,11,13,1
3389,14,10,1,1,21,6,15,2,10,6,8,5,12,0
3390,8,16,1,1,18,7,7,7,12,7,7,7,12,1
3391,13,12,1,0,23,8,8,8,12,8,8,8,12,1
3392,1,5,1,1,21,6,7,5,13,6,6,6,12,1
3393,1,9,1,1,19,5,7,5,12,5,6,5,11,1
3394,1,9,1,0,19,5,8,4,12,5,10,3,14,0
3395,17,6,1,0,20,11,15,11,13,9,9,9,13,1
3396,14,9,1,0,18,5,5,0,0,5,9,4,13,0
3397,1,12,1,1,18,8,8,8,14,8,8,8,14,1
3398,1,12,1,0,19,7,7,6,14,7,7,6,14,1
3399,8,5,1,1,21,6,6,6,11,6,6,6,12,1
3400,1,10,1,1,18,6,8,6,11,6,6,6,14,1
3401,1,14,1,0,20,6,9,6,13,6,10,5,13,0
3402,1,15,1,0,18,6,6,5,13,6,6,6,13,1
3403,8,12,1,1,18,7,8,7,13,8,8,8,14,1
3404,14,17,1,0,32,5,5,5,10,5,9,4,11,0
3405,8,2,1,0,18,0,0,0,0,0,0,0,0,1
3406,7,16,1,0,19,6,8,5,12,6,8,5,11,0
3407,1,12,1,1,18,8,8,8,14,8,8,8,14,1
3408,1,12,0,0,18,8,8,0,0,8,8,0,0,0
3409,1,15,1,0,20,6,7,6,13,6,6,6,12,1
3410,3,14,1,0,19,6,7,6,13,6,6,4,14,0
3411,8,12,1,0,19,8,8,7,12,8,8,7,12,1
3412,8,9,1,0,18,5,9,1,11,5,10,0,0,0
3413,1,12,1,0,18,7,0,0,0,8,0,0,0,0
3414,8,12,1,1,18,7,8,6,13,8,11,7,12,1
3415,8,12,1,0,20,7,8,6,13,8,11,6,14,0
3416,1,15,1,0,19,6,6,6,12,6,6,6,12,0
3417,1,11,1,0,21,6,16,2,11,6,12,0,0,0
3418,1,16,1,1,19,7,7,7,13,7,7,7,14,1
3419,8,10,1,1,20,6,6,6,13,6,7,6,14,1
3420,1,12,1,1,21,8,8,8,13,8,8,8,13,1
3421,15,6,1,0,23,6,7,0,0,6,7,0,0,0
3422,8,10,0,1,18,6,10,6,12,6,6,2,11,0
3423,12,17,1,0,30,5,5,5,14,5,5,5,15,0
3424,1,6,1,0,20,5,13,0,0,5,5,0,0,0
3425,14,9,0,0,29,5,7,3,12,5,8,0,0,0
3426,9,9,1,0,24,5,5,5,10,5,11,2,11,0
3427,1,10,1,0,20,6,7,6,11,6,10,6,11,1
3428,14,3,1,0,27,6,6,4,12,6,6,6,14,0
3429,4,9,1,0,23,5,0,0,0,5,0,0,0,0
3430,16,5,1,1,23,6,6,6,15,6,6,6,14,1
3431,1,12,1,0,18,8,8,7,14,8,8,7,14,1
3432,1,15,1,1,19,6,6,6,14,6,6,6,14,1
3433,8,12,1,0,19,7,7,7,13,8,8,8,14,0
3434,1,15,1,1,18,6,6,6,13,6,6,6,14,0
3435,1,5,1,0,19,6,6,6,11,6,7,6,13,1
3436,1,15,1,1,18,6,7,6,13,6,10,6,13,1
3437,14,17,1,0,29,13,16,8,10,12,19,9,10,0
3438,12,13,1,0,24,7,10,6,11,8,9,8,11,1
3439,8,13,1,0,19,7,16,2,12,7,12,2,11,0
3440,8,13,1,0,19,7,10,6,11,7,7,7,12,0
3441,1,14,1,0,19,6,8,3,11,6,11,5,13,0
3442,8,11,1,0,20,6,7,6,11,6,8,5,12,1
3443,1,15,1,0,18,6,6,6,13,6,6,6,12,1
3444,1,5,0,0,18,6,8,6,11,6,11,4,11,0
3445,1,12,1,1,19,7,8,7,11,8,10,7,13,1
3446,7,6,1,0,19,6,7,6,15,6,6,6,14,0
3447,1,2,1,1,18,0,0,0,0,0,0,0,0,1
3448,1,15,1,1,19,6,6,6,13,6,7,6,13,1
3449,1,12,1,1,18,7,7,7,14,8,9,8,14,1
3450,12,17,1,0,24,5,9,5,12,5,8,5,12,0
3451,12,12,1,0,28,7,12,4,13,7,7,5,13,0
3452,13,12,1,0,20,8,8,7,11,8,8,7,11,1
3453,1,12,1,1,19,8,8,7,12,8,8,7,12,1
3454,8,9,0,0,22,5,9,2,10,5,11,1,10,0
3455,1,10,1,0,19,6,7,6,13,6,6,6,13,1
3456,4,10,1,0,36,14,21,13,13,11,16,11,13,1
3457,15,4,1,1,19,6,7,6,15,6,9,6,14,1
3458,8,10,1,0,18,6,9,5,11,6,8,6,12,1
3459,14,17,0,0,40,5,10,0,0,5,5,0,0,0
3460,1,12,1,1,19,7,7,6,12,7,7,6,12,1
3461,14,12,1,0,38,8,12,5,13,8,12,5,13,0
3462,4,6,1,0,32,10,20,4,11,9,13,3,11,0
3463,1,16,1,0,19,6,11,3,10,6,10,5,11,0
3464,8,5,1,0,19,6,6,6,13,6,7,6,13,1
3465,12,9,1,0,35,1,1,0,0,5,0,0,0,0
3466,1,9,1,0,20,5,5,4,12,4,4,2,11,0
3467,8,16,1,0,29,8,10,7,11,8,11,8,11,1
3468,1,17,1,0,29,5,11,5,11,5,10,4,10,0
3469,1,12,1,1,19,8,8,7,12,8,8,7,12,0
3470,1,12,1,1,18,8,8,7,13,8,8,7,13,1
3471,12,3,0,0,25,6,7,6,13,6,6,6,13,1
3472,12,3,0,0,50,6,11,0,0,5,6,0,0,0
3473,1,9,1,0,24,15,17,14,11,14,15,13,12,0
3474,1,7,1,0,18,5,11,0,0,5,8,0,0,0
3475,8,6,1,0,20,6,13,6,15,6,13,5,14,1
3476,7,4,1,1,20,18,19,18,15,13,13,13,14,1
3477,14,17,1,0,21,10,20,6,11,10,17,5,12,0
3478,12,10,1,0,28,8,15,7,11,6,17,1,10,0
3479,1,11,1,1,19,6,6,6,13,6,6,6,13,1
3480,1,12,1,1,18,8,8,8,12,8,8,8,12,1
3481,8,2,1,0,22,0,0,0,0,0,0,0,0,1
3482,15,4,1,0,25,6,6,0,0,6,8,0,0,0
3483,12,12,0,0,37,7,10,5,13,7,9,5,12,0
3484,12,12,0,0,38,7,11,5,12,7,11,4,11,0
3485,12,14,1,0,36,6,13,3,11,6,12,5,11,0
3486,1,12,1,0,18,8,8,7,13,8,8,7,13,1
3487,1,14,0,0,19,5,5,0,0,6,0,0,0,0
3488,12,8,1,0,24,5,13,2,12,5,8,3,12,0
3489,1,10,1,0,20,6,9,5,11,6,9,5,12,1
3490,1,2,1,0,21,0,0,0,0,0,0,0,0,0
3491,14,17,1,0,32,5,5,0,0,5,5,0,0,0
3492,12,17,1,0,39,5,9,0,0,5,5,1,10,0
3493,4,7,0,0,33,5,6,0,0,5,5,0,0,0
3494,8,14,1,1,20,5,5,5,12,5,5,4,10,1
3495,1,4,1,0,19,6,8,6,15,6,10,6,14,1
3496,12,17,0,0,43,5,13,2,11,5,12,3,10,0
3497,14,17,1,0,49,5,7,4,13,5,9,4,11,0
3498,1,15,1,1,18,6,8,6,12,6,6,6,13,1
3499,12,4,1,0,27,6,6,0,0,6,6,0,0,0
3500,1,9,1,1,19,5,8,5,12,5,9,5,13,0
3501,12,5,1,1,45,6,6,6,13,6,6,0,0,0
3502,6,14,0,0,19,6,6,6,13,6,8,6,13,1
3503,15,4,1,1,21,6,15,6,11,6,8,4,11,1
3504,1,14,1,1,18,6,8,6,12,6,7,5,13,1
3505,8,9,1,0,18,5,10,0,0,5,13,0,0,0
3506,8,11,0,0,29,6,12,0,0,6,6,0,0,0
3507,1,14,1,0,19,5,6,5,11,5,5,5,11,1
3508,1,9,1,1,18,5,7,4,11,5,6,4,12,0
3509,15,5,1,1,22,7,7,7,12,9,10,8,12,1
3510,8,12,1,1,18,7,7,7,12,8,11,8,12,0
3511,15,8,1,0,20,6,12,5,12,6,11,2,15,0
3512,1,2,1,0,20,0,0,0,0,0,0,0,0,0
3513,12,14,1,1,29,6,16,1,14,6,7,0,0,0
3514,12,14,1,0,29,5,10,3,11,5,8,4,11,0
3515,14,15,1,0,23,6,15,1,13,6,8,4,11,0
3516,8,2,1,0,19,0,0,0,0,0,0,0,0,0
3517,1,7,1,0,18,5,10,0,0,5,11,1,12,0
3518,13,11,1,0,22,6,13,4,11,6,12,2,12,0
3519,14,17,1,0,34,10,10,7,11,10,10,6,11,0
3520,14,17,1,0,26,5,7,5,12,5,7,5,13,1
3521,8,2,1,0,24,17,19,13,11,17,25,12,11,0
3522,1,14,1,1,17,6,8,6,14,6,8,6,13,1
3523,14,14,1,0,21,5,11,2,10,5,10,3,10,0
3524,12,17,1,0,34,5,5,5,14,5,5,5,14,0
3525,15,4,1,0,19,6,8,6,12,6,9,6,13,1
3526,12,4,0,0,49,12,16,5,11,7,7,5,11,0
3527,14,12,1,0,23,7,14,5,11,7,14,6,12,0
3528,9,7,1,0,18,5,10,4,11,5,9,3,14,0
3529,1,12,1,0,20,7,9,5,12,8,9,7,13,0
3530,1,14,1,0,19,6,6,6,13,6,9,5,13,1
3531,13,4,1,0,24,9,13,8,13,10,12,9,13,0
3532,1,9,1,0,18,5,5,5,13,5,5,5,15,1
3533,12,11,0,0,45,6,12,0,0,6,12,0,0,0
3534,12,17,1,0,30,5,5,2,11,5,5,0,0,0
3535,16,17,1,0,28,15,17,13,12,13,13,9,11,0
3536,12,17,1,0,40,5,0,0,0,5,0,0,0,0
3537,12,9,0,0,32,5,5,0,0,5,9,0,0,0
3538,8,11,1,0,19,6,12,4,12,6,12,4,10,0
3539,1,5,1,0,20,6,7,6,13,6,7,6,12,1
3540,8,7,1,0,18,5,10,1,10,5,7,0,0,0
3541,8,14,0,0,20,6,6,6,11,6,9,2,13,0
3542,12,17,1,0,39,5,7,4,12,5,7,4,12,0
3543,8,6,0,0,19,6,11,5,13,6,11,5,13,0
3544,12,17,1,0,38,5,11,2,10,5,9,3,11,0
3545,8,12,1,1,18,7,7,6,13,7,7,6,13,1
3546,8,12,1,1,18,7,8,7,12,8,8,8,14,1
3547,14,8,1,0,28,5,9,0,0,5,5,0,0,0
3548,12,14,0,0,31,6,14,0,0,6,6,0,0,0
3549,1,12,1,0,23,7,7,6,13,7,7,6,13,1
3550,1,12,1,0,21,7,9,6,12,8,12,5,12,0
3551,12,10,0,0,33,6,8,0,0,5,6,0,0,0
3552,14,9,1,0,22,5,9,3,13,5,9,3,11,0
3553,15,7,1,0,20,5,6,5,16,5,7,5,17,0
3554,8,14,1,0,19,6,7,6,13,6,9,5,13,0
3555,15,6,1,0,20,6,11,6,13,6,7,6,13,1
3556,12,11,1,0,25,6,7,6,11,6,11,4,11,0
3557,12,4,0,0,25,6,0,0,0,6,0,0,0,0
3558,1,5,1,0,19,6,7,6,12,6,8,6,12,0
3559,1,14,1,0,20,5,5,5,12,5,6,4,14,1
3560,12,12,1,0,33,7,7,5,13,7,9,0,0,0
3561,8,15,1,0,19,6,7,6,13,6,8,6,13,1
3562,12,8,1,0,31,5,5,0,0,5,5,0,0,0
3563,15,7,0,0,24,6,6,2,16,7,7,2,16,0
3564,15,7,0,0,23,5,5,0,0,5,5,0,0,0
3565,12,17,0,1,26,5,12,3,10,5,11,3,10,0
3566,14,5,1,0,38,18,18,18,14,18,18,18,14,1
3567,1,7,1,1,20,5,6,5,14,5,7,5,13,1
3568,8,7,1,0,20,5,10,3,13,5,11,5,13,1
3569,12,6,1,0,25,6,0,0,0,6,0,0,0,0
3570,8,5,1,0,19,6,9,5,12,6,10,4,11,1
3571,8,7,1,0,18,5,6,5,16,5,8,5,16,1
3572,14,17,1,0,28,13,13,7,10,11,13,5,10,0
3573,1,7,1,0,18,5,5,0,0,5,5,0,0,0
3574,1,11,1,1,20,6,7,6,13,6,8,6,13,1
3575,1,8,1,0,18,6,7,6,14,6,9,6,14,1
3576,8,9,1,0,19,5,7,5,10,5,6,4,10,1
3577,13,12,1,0,24,8,16,2,10,8,16,2,10,0
3578,8,6,1,0,21,6,0,0,0,6,0,0,0,0
3579,1,14,1,1,20,6,7,6,14,6,6,6,14,1
3580,15,4,1,0,21,6,12,5,13,6,6,5,12,1
3581,1,13,1,0,24,7,7,7,12,8,10,7,13,1
3582,12,17,1,0,27,5,0,0,0,5,0,0,0,0
3583,8,9,0,0,19,5,8,4,12,5,9,5,10,0
3584,12,3,1,0,39,9,10,9,13,7,8,7,13,1
3585,12,1,1,0,25,7,13,2,15,7,12,2,11,0
3586,4,2,0,0,18,0,0,0,0,0,0,0,0,0
3587,14,5,1,0,19,12,12,12,13,12,12,12,13,1
3588,9,15,1,1,21,6,8,5,13,6,6,4,14,1
3589,4,17,1,0,27,5,0,0,0,5,0,0,0,0
3590,1,9,1,0,19,5,6,0,0,5,6,0,0,0
3591,8,12,1,0,18,8,8,7,13,8,8,7,13,0
3592,4,14,1,0,27,12,12,9,12,11,11,6,13,0
3593,1,15,1,0,18,6,6,6,13,6,7,5,11,0
